,product_id,product_name,category,stock_quantity,warehouse_location,stock_status,inventory_value,date_updated
1417,PRD1417,Produk_1417,Otomotif,381,Gudang A,Tersedia,2873906.39,2025-05-06
1418,PRD1418,Produk_1418,Pakaian,266,Gudang C,Segera Habis,1760380.34,2025-05-13
1419,PRD1419,Produk_1419,Makanan & Minuman,177,Gudang A,Tersedia,4165141.79,2025-05-10
1420,PRD1420,Produk_1420,Kesehatan,252,Gudang C,Habis,2472099.44,2025-05-07
1421,PRD1421,Produk_1421,Pakaian,414,Gudang A,Tersedia,4559048.24,2025-05-09
1422,PRD1422,Produk_1422,Otomotif,55,Gudang A,Habis,4640791.04,2025-05-07
1423,PRD1423,Produk_1423,Kesehatan,462,Gudang B,Tersedia,835446.56,2025-05-03
1424,PRD1424,Produk_1424,Peralatan Rumah Tangga,456,Gudang C,Tersedia,21593.8,2025-05-06
1425,PRD1425,Produk_1425,Elektronik,470,Gudang C,Habis,4919815.39,2025-05-11
1426,PRD1426,Produk_1426,Otomotif,82,Gudang A,Tersedia,4531626.31,2025-05-13
1427,PRD1427,Produk_1427,Peralatan Rumah Tangga,392,Gudang A,Tersedia,286671.73,2025-05-11
1428,PRD1428,Produk_1428,Pakaian,98,Gudang A,Tersedia,4166840.98,2025-05-07
1429,PRD1429,Produk_1429,Makanan & Minuman,148,Gudang B,Tersedia,2294446.61,2025-05-02
1430,PRD1430,Produk_1430,Kesehatan,328,Gudang B,Tersedia,1302218.41,2025-05-03
1431,PRD1431,Produk_1431,Elektronik,155,Gudang A,Tersedia,4394945.15,2025-05-04
1432,PRD1432,Produk_1432,Kesehatan,189,Gudang C,Tersedia,991369.49,2025-05-10
1433,PRD1433,Produk_1433,Pakaian,493,Gudang C,Habis,4737027.0,2025-05-06
1434,PRD1434,Produk_1434,Kesehatan,370,Gudang B,Tersedia,1036051.22,2025-05-01
1435,PRD1435,Produk_1435,Elektronik,262,Gudang B,Habis,3072279.11,2025-05-09
1436,PRD1436,Produk_1436,Pakaian,79,Gudang A,Segera Habis,1123200.81,2025-05-05
1437,PRD1437,Produk_1437,Kesehatan,399,Gudang C,Tersedia,2732886.64,2025-05-13
1438,PRD1438,Produk_1438,Makanan & Minuman,251,Gudang A,Tersedia,3423035.9,2025-05-12
1439,PRD1439,Produk_1439,Otomotif,96,Gudang B,Tersedia,959237.37,2025-05-14
1440,PRD1440,Produk_1440,Pakaian,259,Gudang C,Tersedia,2609220.06,2025-05-07
1441,PRD1441,Produk_1441,Otomotif,259,Gudang C,Segera Habis,2350608.12,2025-05-09
1442,PRD1442,Produk_1442,Pakaian,102,Gudang B,Tersedia,364476.73,2025-05-09
1443,PRD1443,Produk_1443,Makanan & Minuman,39,Gudang A,Tersedia,4093356.01,2025-05-01
1444,PRD1444,Produk_1444,Otomotif,272,Gudang A,Tersedia,1685055.18,2025-05-15
1445,PRD1445,Produk_1445,Peralatan Rumah Tangga,100,Gudang C,Tersedia,2877165.17,2025-05-01
1446,PRD1446,Produk_1446,Elektronik,358,Gudang B,Tersedia,2578773.33,2025-05-03
1447,PRD1447,Produk_1447,Peralatan Rumah Tangga,379,Gudang C,Tersedia,2571169.92,2025-05-06
1448,PRD1448,Produk_1448,Kesehatan,307,Gudang B,Segera Habis,545039.75,2025-05-02
1449,PRD1449,Produk_1449,Makanan & Minuman,220,Gudang A,Tersedia,2123175.23,2025-05-10
1450,PRD1450,Produk_1450,Peralatan Rumah Tangga,307,Gudang B,Tersedia,2267310.13,2025-05-12
1451,PRD1451,Produk_1451,Pakaian,419,Gudang A,Habis,3670877.77,2025-05-11
1452,PRD1452,Produk_1452,Kesehatan,123,Gudang B,Tersedia,4201693.97,2025-05-01
1453,PRD1453,Produk_1453,Kesehatan,421,Gudang C,Segera Habis,2729461.57,2025-05-01
1454,PRD1454,Produk_1454,Peralatan Rumah Tangga,230,Gudang A,Segera Habis,443046.94,2025-05-13
1455,PRD1455,Produk_1455,Peralatan Rumah Tangga,177,Gudang C,Habis,1191878.86,2025-05-05
1456,PRD1456,Produk_1456,Makanan & Minuman,62,Gudang C,Habis,833020.79,2025-05-04
1457,PRD1457,Produk_1457,Elektronik,484,Gudang A,Tersedia,631829.17,2025-05-01
1458,PRD1458,Produk_1458,Peralatan Rumah Tangga,115,Gudang A,Segera Habis,1835837.5,2025-05-04
1459,PRD1459,Produk_1459,Peralatan Rumah Tangga,190,Gudang C,Tersedia,1154673.58,2025-05-03
1460,PRD1460,Produk_1460,Otomotif,61,Gudang C,Habis,1099332.53,2025-05-02
1461,PRD1461,Produk_1461,Pakaian,255,Gudang C,Segera Habis,282918.94,2025-05-09
1462,PRD1462,Produk_1462,Otomotif,482,Gudang C,Segera Habis,98173.52,2025-05-14
1463,PRD1463,Produk_1463,Otomotif,6,Gudang A,Habis,522813.53,2025-05-15
1464,PRD1464,Produk_1464,Kesehatan,154,Gudang A,Tersedia,869265.42,2025-05-11
1465,PRD1465,Produk_1465,Elektronik,91,Gudang C,Segera Habis,2160608.81,2025-05-01
1466,PRD1466,Produk_1466,Pakaian,469,Gudang B,Tersedia,2557496.1,2025-05-07
1467,PRD1467,Produk_1467,Makanan & Minuman,13,Gudang B,Segera Habis,711553.67,2025-05-14
1468,PRD1468,Produk_1468,Makanan & Minuman,454,Gudang A,Tersedia,2129668.87,2025-05-13
1469,PRD1469,Produk_1469,Peralatan Rumah Tangga,228,Gudang C,Tersedia,1715326.72,2025-05-04
1470,PRD1470,Produk_1470,Peralatan Rumah Tangga,85,Gudang C,Tersedia,925283.98,2025-05-05
1471,PRD1471,Produk_1471,Makanan & Minuman,132,Gudang A,Tersedia,44135.33,2025-05-10
1472,PRD1472,Produk_1472,Peralatan Rumah Tangga,182,Gudang B,Habis,2340419.15,2025-05-05
1473,PRD1473,Produk_1473,Elektronik,385,Gudang B,Tersedia,3431402.23,2025-05-01
1474,PRD1474,Produk_1474,Otomotif,61,Gudang B,Tersedia,1139123.9,2025-05-06
1475,PRD1475,Produk_1475,Peralatan Rumah Tangga,218,Gudang A,Tersedia,667716.08,2025-05-13
1476,PRD1476,Produk_1476,Kesehatan,404,Gudang B,Habis,4436343.29,2025-05-09
1477,PRD1477,Produk_1477,Peralatan Rumah Tangga,245,Gudang A,Tersedia,1382373.61,2025-05-02
1478,PRD1478,Produk_1478,Pakaian,229,Gudang A,Tersedia,1125826.97,2025-05-07
1479,PRD1479,Produk_1479,Elektronik,78,Gudang C,Tersedia,4286913.73,2025-05-06
1480,PRD1480,Produk_1480,Pakaian,148,Gudang B,Tersedia,4087364.42,2025-05-05
1481,PRD1481,Produk_1481,Pakaian,137,Gudang A,Tersedia,2247248.89,2025-05-04
1482,PRD1482,Produk_1482,Kesehatan,470,Gudang B,Tersedia,2451301.92,2025-05-04
1483,PRD1483,Produk_1483,Elektronik,313,Gudang B,Tersedia,1096566.04,2025-05-06
1484,PRD1484,Produk_1484,Elektronik,375,Gudang C,Segera Habis,400725.34,2025-05-04
1485,PRD1485,Produk_1485,Elektronik,422,Gudang B,Habis,2871424.81,2025-05-05
1486,PRD1486,Produk_1486,Elektronik,388,Gudang C,Tersedia,500741.16,2025-05-13
1487,PRD1487,Produk_1487,Elektronik,64,Gudang A,Segera Habis,2251879.99,2025-05-06
1488,PRD1488,Produk_1488,Kesehatan,12,Gudang B,Tersedia,4703081.02,2025-05-05
1489,PRD1489,Produk_1489,Peralatan Rumah Tangga,212,Gudang A,Tersedia,4764643.6,2025-05-07
1490,PRD1490,Produk_1490,Pakaian,473,Gudang B,Tersedia,1204268.11,2025-05-09
1491,PRD1491,Produk_1491,Elektronik,241,Gudang A,Tersedia,3124325.97,2025-05-10
1492,PRD1492,Produk_1492,Peralatan Rumah Tangga,492,Gudang B,Tersedia,2375640.56,2025-05-07
1493,PRD1493,Produk_1493,Peralatan Rumah Tangga,212,Gudang B,Tersedia,4379668.79,2025-05-07
1494,PRD1494,Produk_1494,Pakaian,180,Gudang B,Tersedia,1364440.01,2025-05-04
1495,PRD1495,Produk_1495,Kesehatan,337,Gudang B,Habis,28475.01,2025-05-01
1496,PRD1496,Produk_1496,Makanan & Minuman,484,Gudang B,Tersedia,821180.42,2025-05-14
1497,PRD1497,Produk_1497,Makanan & Minuman,172,Gudang B,Tersedia,1754118.78,2025-05-08
1498,PRD1498,Produk_1498,Peralatan Rumah Tangga,159,Gudang B,Tersedia,1585448.44,2025-05-04
1499,PRD1499,Produk_1499,Otomotif,163,Gudang B,Tersedia,3958900.97,2025-05-01
